ID,Nombre,IdFutwiz,Enlace,Media,Calidad,Equipo,Liga,Pais,Ritmo,Tiro,Pase,Regate,Defensa,Fisico
84,eden hazard,21350,https://www.futwiz.com/en/fifa22/player/eden-hazard/21350,96,shapeshifter,Real Madrid,ESP 1,Belgica,98,95,93,99,45,75
85,lorenzo insigne,21331,https://www.futwiz.com/en/fifa22/player/lorenzo-insigne/21331,96,sbcprem,Napoli,ITA 1,Italia,97,93,95,98,47,60
86,angel di maria,21328,https://www.futwiz.com/en/fifa22/player/angel-di-maria/21328,96,sbcprem,Paris Saint-Germain,FRA 1,Argentina,96,91,96,97,57,83
87,domenico berardi,21230,https://www.futwiz.com/en/fifa22/player/domenico-berardi/21230,96,tots,Sassuolo,ITA 1,Italia,98,95,96,99,50,84
88,ciro immobile,21229,https://www.futwiz.com/en/fifa22/player/ciro-immobile/21229,96,tots,Latium,ITA 1,Italia,96,98,86,92,48,91
89,dusan vlahovic,21228,https://www.futwiz.com/en/fifa22/player/dusan-vlahovic/21228,96,tots,Piemonte Calcio,ITA 1,Serbia,97,96,85,95,44,96
90,paulo dybala,21227,https://www.futwiz.com/en/fifa22/player/paulo-dybala/21227,96,tots,Piemonte Calcio,ITA 1,Argentina,95,96,96,99,48,78
91,neymar jr,21168,https://www.futwiz.com/en/fifa22/player/neymar-jr/21168,96,tots,Paris Saint-Germain,FRA 1,Brasil,96,90,91,99,42,70
92,pedri,21066,https://www.futwiz.com/en/fifa22/player/pedri/21066,96,tots,FC Barcelona,ESP 1,España,93,87,95,98,88,81
93,vinicius junior,21065,https://www.futwiz.com/en/fifa22/player/vinicius-junior/21065,96,tots,Real Madrid,ESP 1,Brasil,99,92,93,99,45,87
94,christopher nkunku,20993,https://www.futwiz.com/en/fifa22/player/christopher-nkunku/20993,96,tots,RB Leipzig,GER 1,Francia,94,92,97,98,87,87
95,jude bellingham,20992,https://www.futwiz.com/en/fifa22/player/jude-bellingham/20992,96,tots,Borussia Dortmund,GER 1,Inglaterra,90,90,93,96,90,93
96,harry kane,20931,https://www.futwiz.com/en/fifa22/player/harry-kane/20931,96,tots,Tottenham Hotspur,ENG 1,Inglaterra,92,97,93,92,53,92
97,sadio mane,20914,https://www.futwiz.com/en/fifa22/player/sadio-mane/20914,96,tots,Liverpool,ENG 1,Senegal,99,93,93,98,53,89
98,virgil van dijk,20913,https://www.futwiz.com/en/fifa22/player/virgil-van-dijk/20913,96,tots,Liverpool,ENG 1,Holanda,87,71,80,81,98,94
99,kevin de bruyne,20912,https://www.futwiz.com/en/fifa22/player/kevin-de-bruyne/20912,96,tots,Manchester City,ENG 1,Belgica,88,92,98,95,76,88
100,luis suarez,20827,https://www.futwiz.com/en/fifa22/player/luis-suarez/20827,96,tots,AtlA(c)tico de Madrid,ESP 1,Uruguay,94,97,92,95,55,93
101,sadio mane,19458,https://www.futwiz.com/en/fifa22/player/sadio-mane/19458,96,uclrttf,Liverpool,ENG 1,Senegal,99,92,91,96,53,88
102,kevin de bruyne,18324,https://www.futwiz.com/en/fifa22/player/kevin-de-bruyne/18324,96,toty,Manchester City,ENG 1,Belgica,86,92,98,93,80,88
103,n'golo kante,18322,https://www.futwiz.com/en/fifa22/player/ngolo-kante/18322,96,toty,Chelsea,ENG 1,Francia,90,84,90,91,96,90
104,gianluigi donnarumma,18317,https://www.futwiz.com/en/fifa22/player/gianluigi-donnarumma/18317,96,toty,Paris Saint-Germain,FRA 1,Italia,98,90,90,97,63,92
105,kylian mbappe,18193,https://www.futwiz.com/en/fifa22/player/kylian-mbappe/18193,96,headliner4,Paris Saint-Germain,FRA 1,Francia,99,93,90,97,44,86
106,zinedine zidane,18052,https://www.futwiz.com/en/fifa22/player/zinedine-zidane/18052,96,icon,Icons,ICO,Francia,85,92,96,95,75,86
107,ronaldo nazario,18051,https://www.futwiz.com/en/fifa22/player/ronaldo-nazario/18051,96,icon,Icons,ICO,Brasil,97,95,81,95,45,76
108,lionel messi,313,https://www.futwiz.com/en/fifa22/player/lionel-messi/313,96,otw,Paris Saint-Germain,FRA 1,Argentina,89,95,94,98,38,72
109,romelu lukaku,22990,https://www.futwiz.com/en/fifa22/player/romelu-lukaku/22990,95,moments,Inter,ITA 1,Belgica,94,96,85,92,46,93
110,steve mandanda,21605,https://www.futwiz.com/en/fifa22/player/steve-mandanda/21605,95,futtiesup,Stade Rennais,FRA 1,Francia,96,95,91,98,65,96
111,jordan amavi,21604,https://www.futwiz.com/en/fifa22/player/jordan-amavi/21604,95,futtiesup,Olympique de Marseille,FRA 1,Francia,99,84,90,93,93,95
112,antony,21594,https://www.futwiz.com/en/fifa22/player/antony/21594,95,futtieswinner,Ajax,NED 1,Brasil,99,91,95,98,52,81
113,toni kroos,21592,https://www.futwiz.com/en/fifa22/player/toni-kroos/21592,95,futtieswinner,Real Madrid,ESP 1,Alemania,88,90,98,94,88,87
114,alassane plea,21588,https://www.futwiz.com/en/fifa22/player/alassane-plea/21588,95,futtiesup,Borussia Mgladbach,GER 1,Francia,95,97,91,95,50,90
115,maxence lacroix,21582,https://www.futwiz.com/en/fifa22/player/maxence-lacroix/21582,95,futtieswinner,VfL Wolfsburg,GER 1,Francia,96,49,77,81,94,93
116,duvan zapata,21581,https://www.futwiz.com/en/fifa22/player/duvan-zapata/21581,95,futtiesup,Bergamo Calcio,ITA 1,Colombia,95,95,86,93,47,96
117,jonathan david,21580,https://www.futwiz.com/en/fifa22/player/jonathan-david/21580,95,futtieswinner,LOSC Lille,FRA 1,Canada,97,95,89,93,40,91
118,djibril sow,21525,https://www.futwiz.com/en/fifa22/player/djibril-sow/21525,95,futtieswinner,Eintracht Frankfurt,GER 1,Suiza,94,90,95,94,91,95
119,federico chiesa,21518,https://www.futwiz.com/en/fifa22/player/federico-chiesa/21518,95,futtieswinner,Piemonte Calcio,ITA 1,Italia,99,94,90,96,57,86
120,rodrigo javier de paul,21497,https://www.futwiz.com/en/fifa22/player/rodrigo-javier-de-paul/21497,95,futtieswinner,AtlA(c)tico de Madrid,ESP 1,Argentina,93,91,94,96,89,91
121,luis diaz,21496,https://www.futwiz.com/en/fifa22/player/luis-diaz/21496,95,futtiesup,Liverpool,ENG 1,Colombia,99,95,91,96,45,87
122,presnel kimpembe,21476,https://www.futwiz.com/en/fifa22/player/presnel-kimpembe/21476,95,shapeshifter,Paris Saint-Germain,FRA 1,Francia,92,90,93,93,94,95
123,kyle walker,21475,https://www.futwiz.com/en/fifa22/player/kyle-walker/21475,95,shapeshifter,Manchester City,ENG 1,Inglaterra,99,74,90,91,92,95
124,matthijs de ligt,21474,https://www.futwiz.com/en/fifa22/player/matthijs-de-ligt/21474,95,shapeshifter,Piemonte Calcio,ITA 1,Holanda,90,87,91,92,94,96
125,james maddison,21462,https://www.futwiz.com/en/fifa22/player/james-maddison/21462,95,shapeshifter,Leicester City,ENG 1,Inglaterra,94,92,96,97,70,80
126,trent alexander-arnold,21459,https://www.futwiz.com/en/fifa22/player/trent-alexander-arnold/21459,95,flashback,Liverpool,ENG 1,Inglaterra,94,88,96,93,93,90
127,mario gomez,21451,https://www.futwiz.com/en/fifa22/player/mario-gomez/21451,95,shapehero,,ITA 1,Alemania,90,91,83,89,95,93
128,federico valverde,21450,https://www.futwiz.com/en/fifa22/player/federico-valverde/21450,95,shapeshifter,Real Madrid,ESP 1,Uruguay,98,86,91,92,93,93
129,adama traore,21419,https://www.futwiz.com/en/fifa22/player/adama-traore/21419,95,shapeshifter,FC Barcelona,ESP 1,España,99,94,91,95,50,93
130,silas,21407,https://www.futwiz.com/en/fifa22/player/silas/21407,95,shapeshifter,VfB Stuttgart,GER 1,RD Congo,98,94,92,95,67,84
131,stephan el shaarawy,21406,https://www.futwiz.com/en/fifa22/player/stephan-el-shaarawy/21406,95,shapeshifter,Roma FC,ITA 1,Italia,97,95,93,96,57,78
132,yannick carrasco,21367,https://www.futwiz.com/en/fifa22/player/yannick-carrasco/21367,95,shapeshifter,AtlA(c)tico de Madrid,ESP 1,Belgica,99,98,92,96,56,85
133,yannick carrasco,21366,https://www.futwiz.com/en/fifa22/player/yannick-carrasco/21366,95,shapeshifter,AtlA(c)tico de Madrid,ESP 1,Belgica,97,92,96,98,70,85
134,jack grealish,21363,https://www.futwiz.com/en/fifa22/player/jack-grealish/21363,95,shapeshifter,Manchester City,ENG 1,Inglaterra,95,93,95,97,54,83
135,pierre-emerick aubameyang,21354,https://www.futwiz.com/en/fifa22/player/pierre-emerick-aubameyang/21354,95,shapeshifter,FC Barcelona,ESP 1,Gabon,99,95,90,93,44,83
136,youcef atal,21353,https://www.futwiz.com/en/fifa22/player/youcef-atal/21353,95,shapeshifter,OGC Nice,FRA 1,Argelia,99,90,94,96,91,90
137,leonardo spinazzola,21352,https://www.futwiz.com/en/fifa22/player/leonardo-spinazzola/21352,95,shapeshifter,Roma FC,ITA 1,Italia,99,84,90,95,92,90
138,alexandre lacazette,21348,https://www.futwiz.com/en/fifa22/player/alexandre-lacazette/21348,95,sbcprem,Arsenal,ENG 1,Francia,94,96,88,95,57,93
139,carles gil,21263,https://www.futwiz.com/en/fifa22/player/carles-gil/21263,95,tots,New England Revolution,USA 1,España,88,88,98,96,60,84
140,oscar,21245,https://www.futwiz.com/en/fifa22/player/oscar/21245,95,tots,Shanghai SIPG,CHN 1,Brasil,93,93,96,94,70,85
141,lionel messi,21234,https://www.futwiz.com/en/fifa22/player/lionel-messi/21234,95,motm,Paris Saint-Germain,FRA 1,Argentina,88,94,94,97,36,70
142,theo hernandez,21233,https://www.futwiz.com/en/fifa22/player/theo-hernandez/21233,95,tots,Milan,ITA 1,Francia,99,85,90,93,92,94
143,kalidou koulibaly,21232,https://www.futwiz.com/en/fifa22/player/kalidou-koulibaly/21232,95,tots,Napoli,ITA 1,Senegal,91,36,75,83,97,96
144,sandro tonali,21231,https://www.futwiz.com/en/fifa22/player/sandro-tonali/21231,95,tots,Milan,ITA 1,Italia,95,87,96,94,90,94
145,marquinhos,21170,https://www.futwiz.com/en/fifa22/player/marquinhos/21170,95,tots,Paris Saint-Germain,FRA 1,Brasil,91,61,85,87,97,91
146,wissam ben yedder,21169,https://www.futwiz.com/en/fifa22/player/wissam-ben-yedder/21169,95,tots,AS Monaco,FRA 1,Francia,96,96,91,98,50,82
147,joao felix,21064,https://www.futwiz.com/en/fifa22/player/joao-felix/21064,95,tots,AtlA(c)tico de Madrid,ESP 1,Portugal,95,91,91,98,52,82
148,eder militao,21063,https://www.futwiz.com/en/fifa22/player/eder-militao/21063,95,tots,Real Madrid,ESP 1,Brasil,90,60,82,86,96,95
149,thibaut courtois,21062,https://www.futwiz.com/en/fifa22/player/thibaut-courtois/21062,95,tots,Real Madrid,ESP 1,Belgica,92,95,82,94,70,93
150,florian wirtz,20997,https://www.futwiz.com/en/fifa22/player/florian-wirtz/20997,95,tots,Bayer 04 Leverkusen,GER 1,Alemania,93,91,95,97,66,82
151,erling haaland,20996,https://www.futwiz.com/en/fifa22/player/erling-haaland/20996,95,tots,Borussia Dortmund,GER 1,Noruega,96,98,87,90,50,95
152,manuel neuer,20994,https://www.futwiz.com/en/fifa22/player/manuel-neuer/20994,95,tots,Bayern MA 1/4 nchen,GER 1,Alemania,93,95,96,94,70,95
153,heung min son,20919,https://www.futwiz.com/en/fifa22/player/heung-min-son/20919,95,tots,Tottenham Hotspur,ENG 1,Rep. Corea,95,95,91,94,50,79
154,ruben dias,20918,https://www.futwiz.com/en/fifa22/player/ruben-dias/20918,95,tots,Manchester City,ENG 1,Portugal,85,48,83,80,96,94
155,joao cancelo,20917,https://www.futwiz.com/en/fifa22/player/joao-cancelo/20917,95,tots,Manchester City,ENG 1,Portugal,96,86,92,94,92,91
156,alisson,20916,https://www.futwiz.com/en/fifa22/player/alisson/20916,95,tots,Liverpool,ENG 1,Brasil,94,93,90,96,91,96
157,hugo lloris,20829,https://www.futwiz.com/en/fifa22/player/hugo-lloris/20829,95,tots,Tottenham Hotspur,ENG 1,Francia,96,94,75,98,75,94
158,ryan gravenberch,20828,https://www.futwiz.com/en/fifa22/player/ryan-gravenberch/20828,95,tots,Ajax,NED 1,Holanda,94,90,93,95,88,90
159,ousmane dembele,20470,https://www.futwiz.com/en/fifa22/player/ousmane-dembele/20470,95,fantasy2,FC Barcelona,ESP 1,Francia,99,93,90,97,45,75
160,allan saint-maximin,20409,https://www.futwiz.com/en/fifa22/player/allan-saint-maximin/20409,95,fantasy2,Newcastle United,ENG 1,Francia,99,93,89,98,33,84
161,marcus rashford,20408,https://www.futwiz.com/en/fifa22/player/marcus-rashford/20408,95,fantasy2,Manchester United,ENG 1,Inglaterra,99,94,90,92,52,89
162,paolo maldini,20284,https://www.futwiz.com/en/fifa22/player/paolo-maldini/20284,95,iconmoment,Icons,ICO,Italia,87,65,77,70,98,85
163,lev yashin,20279,https://www.futwiz.com/en/fifa22/player/lev-yashin/20279,95,iconmoment,Icons,ICO,Rusia,98,90,76,99,62,98
164,johan cruyff,20272,https://www.futwiz.com/en/fifa22/player/johan-cruyff/20272,95,iconmoment,Icons,ICO,Holanda,92,94,92,98,43,75
165,ronaldinho,20248,https://www.futwiz.com/en/fifa22/player/ronaldinho/20248,95,iconmoment,Icons,ICO,Brasil,94,93,92,98,39,82
166,garrincha,20183,https://www.futwiz.com/en/fifa22/player/garrincha/20183,95,iconmoment,Icons,ICO,Brasil,92,89,96,97,42,73
167,ferenc puskas,20084,https://www.futwiz.com/en/fifa22/player/ferenc-puskas/20084,95,iconmoment,Icons,ICO,Hungria,93,98,93,96,47,78
168,gareth bale,19460,https://www.futwiz.com/en/fifa22/player/gareth-bale/19460,95,uclrttf,Real Madrid,ESP 1,Gales,99,96,94,94,66,94
169,marquinhos,18319,https://www.futwiz.com/en/fifa22/player/marquinhos/18319,95,toty,Paris Saint-Germain,FRA 1,Brasil,90,61,85,86,97,90
170,pele,17068,https://www.futwiz.com/en/fifa22/player/pele/17068,95,icon,Icons,ICO,Brasil,96,93,90,95,56,75
171,diego maradona,17067,https://www.futwiz.com/en/fifa22/player/diego-maradona/17067,95,icon,Icons,ICO,Argentina,88,91,90,95,42,75
172,casemiro,21591,https://www.futwiz.com/en/fifa22/player/casemiro/21591,94,futtieswinner,Real Madrid,ESP 1,Brasil,90,91,93,90,95,96
