Nombre,IdFutwiz,Enlace,Media,Calidad,Ritmo,Tiro,Pase,Regate,Defensa,Fisico
Cedric Gogoua,10387,https://www.futwiz.com/en/fifa22/player/cedric-gogoua/10387,67,silver-nr,69,36,45,48,68,69
Fabian Schnellhardt,10388,https://www.futwiz.com/en/fifa22/player/fabian-schnellhardt/10388,67,silver-nr,70,63,65,71,57,70
Iven Austbo,10389,https://www.futwiz.com/en/fifa22/player/iven-austbo/10389,67,silver-nr,66,64,65,68,26,67
Marcus Holmgren Pedersen,10390,https://www.futwiz.com/en/fifa22/player/marcus-holmgren-pedersen/10390,67,silver,89,48,56,65,58,65
Matthaus Taferner,10391,https://www.futwiz.com/en/fifa22/player/matthaus-taferner/10391,67,silver-nr,73,60,66,71,58,54
Juan Jose Orellana,10392,https://www.futwiz.com/en/fifa22/player/juan-jose-orellana/10392,67,sudamericana,77,37,57,60,63,65
Aster Vranckx,10393,https://www.futwiz.com/en/fifa22/player/aster-vranckx/10393,67,silver-nr,72,57,65,68,60,73
Karl Holmberg,10394,https://www.futwiz.com/en/fifa22/player/karl-holmberg/10394,67,silver-nr,72,65,56,64,42,73
Tiago Casasola,10395,https://www.futwiz.com/en/fifa22/player/tiago-casasola/10395,67,silver,65,51,64,65,67,77
Pape Ndiaga Yade,10396,https://www.futwiz.com/en/fifa22/player/pape-ndiaga-yade/10396,67,silver-nr,79,68,59,68,29,64
Patric Pfeiffer,10397,https://www.futwiz.com/en/fifa22/player/patric-pfeiffer/10397,67,silver,62,33,43,52,68,70
Maikel van der Werff,10398,https://www.futwiz.com/en/fifa22/player/maikel-van-der-werff/10398,67,silver-nr,46,58,62,56,66,72
Nicolas Orellana,10399,https://www.futwiz.com/en/fifa22/player/nicolas-orellana/10399,67,libertadores,78,65,62,68,28,71
Enzo Millot,10400,https://www.futwiz.com/en/fifa22/player/enzo-millot/10400,67,silver-nr,65,60,66,71,52,44
Kalidou Sidibe,10401,https://www.futwiz.com/en/fifa22/player/kalidou-sidibe/10401,67,silver,46,45,55,57,66,73
Paxton Pomykal,10402,https://www.futwiz.com/en/fifa22/player/paxton-pomykal/10402,67,silver-nr,73,58,68,69,56,65
Hayden Coulson,10403,https://www.futwiz.com/en/fifa22/player/hayden-coulson/10403,67,silver-nr,77,38,56,67,62,60
Cristiano,10404,https://www.futwiz.com/en/fifa22/player/cristiano/10404,67,silver-nr,67,63,60,69,29,67
Salvatore Molina,10405,https://www.futwiz.com/en/fifa22/player/salvatore-molina/10405,67,silver-nr,74,49,65,70,46,63
Marc Heider,10406,https://www.futwiz.com/en/fifa22/player/marc-heider/10406,67,silver,73,67,59,63,53,80
Felix Platte,10407,https://www.futwiz.com/en/fifa22/player/felix-platte/10407,67,silver-nr,72,65,50,62,25,74
Gaston Olveira,10408,https://www.futwiz.com/en/fifa22/player/gaston-olveira/10408,67,libertadores,67,69,53,63,19,68
Onur Ergun,10409,https://www.futwiz.com/en/fifa22/player/onur-ergun/10409,67,silver-nr,59,65,64,63,66,73
Maximilian Dittgen,10410,https://www.futwiz.com/en/fifa22/player/maximilian-dittgen/10410,67,silver-nr,85,56,56,66,54,68
Dominic Gape,10411,https://www.futwiz.com/en/fifa22/player/dominic-gape/10411,67,silver-nr,67,56,63,66,64,73
Stephen Kingsley,10412,https://www.futwiz.com/en/fifa22/player/stephen-kingsley/10412,67,silver-nr,61,42,64,66,66,66
George Moncur,10413,https://www.futwiz.com/en/fifa22/player/george-moncur/10413,67,silver-nr,65,64,68,69,47,59
Erdal Rakip,10414,https://www.futwiz.com/en/fifa22/player/erdal-rakip/10414,67,silver-nr,69,58,63,70,61,73
Jules Keita,10415,https://www.futwiz.com/en/fifa22/player/jules-keita/10415,67,silver,92,62,53,73,32,44
Christopher Wernitznig,10416,https://www.futwiz.com/en/fifa22/player/christopher-wernitznig/10416,67,silver-nr,69,67,65,69,59,69
Tom Beugelsdijk,10417,https://www.futwiz.com/en/fifa22/player/tom-beugelsdijk/10417,67,silver-nr,35,39,45,45,66,77
Song Bum Keun,10418,https://www.futwiz.com/en/fifa22/player/song-bum-keun/10418,67,silver-nr,68,64,65,68,25,67
Emanuel Taffertshofer,10419,https://www.futwiz.com/en/fifa22/player/emanuel-taffertshofer/10419,67,silver-nr,57,43,57,65,66,70
Gaetan Perrin,10420,https://www.futwiz.com/en/fifa22/player/gaetan-perrin/10420,67,silver-nr,84,64,60,70,35,60
Renzo Zambrano,10421,https://www.futwiz.com/en/fifa22/player/renzo-zambrano/10421,67,silver-nr,72,56,68,69,60,69
Juan Hernandez,10422,https://www.futwiz.com/en/fifa22/player/juan-hernandez/10422,67,silver-nr,61,62,66,66,24,46
Miguel Vieira,10423,https://www.futwiz.com/en/fifa22/player/miguel-vieira/10423,67,silver-nr,47,30,44,46,68,72
Kim Ho Nam,10424,https://www.futwiz.com/en/fifa22/player/kim-ho-nam/10424,67,silver-nr,80,64,59,67,42,69
John Souttar,10425,https://www.futwiz.com/en/fifa22/player/john-souttar/10425,67,silver-nr,66,44,54,61,66,72
Etienne Amenyido,10426,https://www.futwiz.com/en/fifa22/player/etienne-amenyido/10426,67,silver-nr,77,62,57,67,38,71
Luka Sucic,10427,https://www.futwiz.com/en/fifa22/player/luka-sucic/10427,67,silver-nr,75,65,68,69,50,62
Ebrima Colley,10428,https://www.futwiz.com/en/fifa22/player/ebrima-colley/10428,67,silver-nr,80,65,51,69,21,51
Bart van Rooij,10429,https://www.futwiz.com/en/fifa22/player/bart-van-rooij/10429,67,silver-nr,74,41,57,65,60,62
Danilo,10430,https://www.futwiz.com/en/fifa22/player/danilo/10430,67,silver,81,63,65,69,33,58
Matt Smith,10431,https://www.futwiz.com/en/fifa22/player/matt-smith/10431,67,silver,33,68,49,51,36,79
Ibrahim Sissoko,10432,https://www.futwiz.com/en/fifa22/player/ibrahim-sissoko/10432,67,silver-nr,71,68,53,63,32,68
Jown Cardona,10433,https://www.futwiz.com/en/fifa22/player/jown-cardona/10433,67,silver-nr,73,62,62,72,45,59
Naoki Maeda,10434,https://www.futwiz.com/en/fifa22/player/naoki-maeda/10434,67,silver-nr,74,66,64,66,17,62
Jonatan Alvez,10435,https://www.futwiz.com/en/fifa22/player/jonatan-alvez/10435,67,libertadores,72,66,51,63,28,76
Niko Kijewski,10436,https://www.futwiz.com/en/fifa22/player/niko-kijewski/10436,67,silver-nr,75,38,60,67,63,64
Mauricio Lemos,10437,https://www.futwiz.com/en/fifa22/player/mauricio-lemos/10437,67,silver,60,54,59,68,65,71
Finn Porath,10438,https://www.futwiz.com/en/fifa22/player/finn-porath/10438,67,silver,75,60,65,70,53,61
Brandon Borrello,10439,https://www.futwiz.com/en/fifa22/player/brandon-borrello/10439,67,silver-nr,74,65,60,70,26,66
Yonatthan Rak,10440,https://www.futwiz.com/en/fifa22/player/yonatthan-rak/10440,67,silver-nr,58,32,53,56,67,69
Nicolas Sosa,10441,https://www.futwiz.com/en/fifa22/player/nicolas-sosa/10441,67,silver-nr,54,68,52,64,25,59
Francesco Cassata,10442,https://www.futwiz.com/en/fifa22/player/francesco-cassata/10442,67,silver-nr,47,48,68,68,54,57
Robin Yalcin,10443,https://www.futwiz.com/en/fifa22/player/robin-yalcin/10443,67,silver,59,46,63,68,68,68
Drew Moor,10444,https://www.futwiz.com/en/fifa22/player/drew-moor/10444,67,silver-nr,31,42,59,58,66,69
Pelle van Amersfoort,10445,https://www.futwiz.com/en/fifa22/player/pelle-van-amersfoort/10445,67,silver,65,66,67,66,49,70
Tomas Prikryl,10446,https://www.futwiz.com/en/fifa22/player/tomas-prikryl/10446,67,silver-nr,79,64,61,70,46,61
Maikel Mesa,10447,https://www.futwiz.com/en/fifa22/player/maikel-mesa/10447,67,silver,70,65,65,68,63,75
Jun Amano,10448,https://www.futwiz.com/en/fifa22/player/jun-amano/10448,67,silver-nr,74,60,69,69,52,67
Erick Sanchez,10449,https://www.futwiz.com/en/fifa22/player/erick-sanchez/10449,67,silver-nr,67,67,62,65,64,68
Baris Yardimci,10450,https://www.futwiz.com/en/fifa22/player/baris-yardimci/10450,67,silver-nr,73,30,57,64,68,66
Jayson Molumby,10451,https://www.futwiz.com/en/fifa22/player/jayson-molumby/10451,67,silver-nr,64,51,62,67,61,63
Jack Grimmer,10452,https://www.futwiz.com/en/fifa22/player/jack-grimmer/10452,67,silver-nr,74,49,56,63,63,71
Simon Tibbling,10453,https://www.futwiz.com/en/fifa22/player/simon-tibbling/10453,67,silver-nr,67,56,68,72,56,64
Anton Walkes,10454,https://www.futwiz.com/en/fifa22/player/anton-walkes/10454,67,silver-nr,62,46,55,59,66,76
Pablo Garcia,10455,https://www.futwiz.com/en/fifa22/player/pablo-garcia/10455,67,silver-nr,76,33,55,63,62,67
Jack Tucker,10456,https://www.futwiz.com/en/fifa22/player/jack-tucker/10456,67,silver-nr,68,26,45,46,66,79
Eric Ramirez,10457,https://www.futwiz.com/en/fifa22/player/eric-ramirez/10457,67,silver-nr,80,68,60,68,27,53
Lee Wallace,10458,https://www.futwiz.com/en/fifa22/player/lee-wallace/10458,67,silver-nr,64,51,59,66,64,71
Jeong Jae Yong,10459,https://www.futwiz.com/en/fifa22/player/jeong-jae-yong/10459,67,silver,49,59,62,60,63,79
Daniel Gazdag,10460,https://www.futwiz.com/en/fifa22/player/daniel-gazdag/10460,67,silver-nr,76,62,64,68,51,61
Sory Kaba,10461,https://www.futwiz.com/en/fifa22/player/sory-kaba/10461,67,silver,65,66,57,64,33,77
Erik Janza,10462,https://www.futwiz.com/en/fifa22/player/erik-janza/10462,67,silver-nr,69,47,63,62,62,67
David Williams,10463,https://www.futwiz.com/en/fifa22/player/david-williams/10463,67,silver-nr,83,69,57,67,42,70
Miguel Baeza,10464,https://www.futwiz.com/en/fifa22/player/miguel-baeza/10464,67,silver-nr,61,61,69,66,43,53
Salva Ferrer,10465,https://www.futwiz.com/en/fifa22/player/salva-ferrer/10465,67,silver-nr,70,35,56,61,65,70
Andrija Lukovic,10466,https://www.futwiz.com/en/fifa22/player/andrija-lukovic/10466,67,silver-nr,72,65,64,67,58,71
Elias Lopez,10467,https://www.futwiz.com/en/fifa22/player/elias-lopez/10467,67,silver-nr,83,45,60,71,59,71
Takuma Arano,10468,https://www.futwiz.com/en/fifa22/player/takuma-arano/10468,67,silver-nr,66,65,65,69,56,73
Christopher Avevor,10469,https://www.futwiz.com/en/fifa22/player/christopher-avevor/10469,67,silver-nr,67,39,54,54,65,72
Sebastian Kowalczyk,10470,https://www.futwiz.com/en/fifa22/player/sebastian-kowalczyk/10470,67,silver-nr,80,59,62,68,39,52
Joe Wildsmith,10471,https://www.futwiz.com/en/fifa22/player/joe-wildsmith/10471,67,silver-nr,73,64,60,70,42,68
Sergiu Hanca,10472,https://www.futwiz.com/en/fifa22/player/sergiu-hanca/10472,67,silver-nr,77,61,63,68,55,69
Johannes Handl,10473,https://www.futwiz.com/en/fifa22/player/johannes-handl/10473,67,silver,55,30,43,44,66,77
Holger Badstuber,10474,https://www.futwiz.com/en/fifa22/player/holger-badstuber/10474,67,silver-nr,33,48,61,49,69,65
Gary Mackay-Steven,10475,https://www.futwiz.com/en/fifa22/player/gary-mackay-steven/10475,67,silver,83,61,61,71,36,56
Luis Miranda,10476,https://www.futwiz.com/en/fifa22/player/luis-miranda/10476,67,sudamericana,77,57,57,68,27,56
Kazunari Ichimi,10477,https://www.futwiz.com/en/fifa22/player/kazunari-ichimi/10477,67,silver-nr,75,65,52,65,32,74
Nikolai Laursen,10478,https://www.futwiz.com/en/fifa22/player/nikolai-laursen/10478,67,silver-nr,76,64,66,69,36,55
Michael Zullo,10479,https://www.futwiz.com/en/fifa22/player/michael-zullo/10479,67,silver-nr,68,51,62,68,62,71
Marco Schuster,10480,https://www.futwiz.com/en/fifa22/player/marco-schuster/10480,67,silver-nr,66,53,59,66,63,72
Troels Klove,10481,https://www.futwiz.com/en/fifa22/player/troels-klove/10481,67,silver-nr,76,62,64,70,58,65
Luka Zarandia,10482,https://www.futwiz.com/en/fifa22/player/luka-zarandia/10482,67,silver-nr,84,61,58,73,39,61
Manuel Thurnwald,10483,https://www.futwiz.com/en/fifa22/player/manuel-thurnwald/10483,67,silver-nr,82,50,59,70,59,62
Gwion Edwards,10484,https://www.futwiz.com/en/fifa22/player/gwion-edwards/10484,67,silver-nr,80,61,63,67,52,56
Abdoulie Sanyang,10485,https://www.futwiz.com/en/fifa22/player/abdoulie-sanyang/10485,67,silver-nr,84,60,56,74,40,56
Jiloan Hamad,10486,https://www.futwiz.com/en/fifa22/player/jiloan-hamad/10486,67,silver-nr,73,64,64,67,47,65
Ramon Martinez,10487,https://www.futwiz.com/en/fifa22/player/ramon-martinez/10487,67,sudamericana,64,56,57,62,66,71
Matt Ingram,10488,https://www.futwiz.com/en/fifa22/player/matt-ingram/10488,67,silver-nr,72,65,67,70,36,65
Alex Collado,10489,https://www.futwiz.com/en/fifa22/player/alex-collado/10489,67,silver,63,65,70,69,56,39
Joselu,10490,https://www.futwiz.com/en/fifa22/player/joselu/10490,67,silver-nr,80,67,60,65,42,77
Marco Komenda,10491,https://www.futwiz.com/en/fifa22/player/marco-komenda/10491,67,silver-nr,75,39,52,59,67,73
Joe Lumley,10492,https://www.futwiz.com/en/fifa22/player/joe-lumley/10492,67,silver-nr,68,66,69,67,44,64
Gustavo Ferrareis,10493,https://www.futwiz.com/en/fifa22/player/gustavo-ferrareis/10493,67,silver-nr,69,61,62,69,46,58
Cheikh Sabaly,10494,https://www.futwiz.com/en/fifa22/player/cheikh-sabaly/10494,67,silver-nr,81,58,60,70,18,40
Kevin Castaneda,10495,https://www.futwiz.com/en/fifa22/player/kevin-castaneda/10495,67,silver,71,73,65,69,32,62
Alex Mighten,10496,https://www.futwiz.com/en/fifa22/player/alex-mighten/10496,67,silver-nr,85,55,56,73,27,46
Luke Amos,10497,https://www.futwiz.com/en/fifa22/player/luke-amos/10497,67,silver-nr,58,51,65,66,63,62
Tom Lacoux,10498,https://www.futwiz.com/en/fifa22/player/tom-lacoux/10498,67,silver-nr,67,47,67,67,64,59
Bartosz Slisz,10499,https://www.futwiz.com/en/fifa22/player/bartosz-slisz/10499,67,silver-nr,69,54,62,65,64,73
Krzysztof Maczynski,10500,https://www.futwiz.com/en/fifa22/player/krzysztof-maczynski/10500,67,silver-nr,58,53,67,67,63,66
Niki Maenpaa,10501,https://www.futwiz.com/en/fifa22/player/niki-maenpaa/10501,67,silver-nr,68,68,62,65,36,66
Stephan Zwierschitz,10502,https://www.futwiz.com/en/fifa22/player/stephan-zwierschitz/10502,67,silver-nr,68,49,58,59,66,71
Roberto de la Rosa,10503,https://www.futwiz.com/en/fifa22/player/roberto-de-la-rosa/10503,67,silver-nr,70,67,54,64,18,63
Ali Al Hassan,10504,https://www.futwiz.com/en/fifa22/player/ali-al-hassan/10504,67,silver-nr,68,51,61,64,61,70
Ryosuke Yamanaka,10505,https://www.futwiz.com/en/fifa22/player/ryosuke-yamanaka/10505,67,silver-nr,75,51,69,67,60,70
Alvaro Vazquez,10506,https://www.futwiz.com/en/fifa22/player/alvaro-vazquez/10506,67,silver-nr,72,69,60,66,41,68
Danilo Wiebe,10507,https://www.futwiz.com/en/fifa22/player/danilo-wiebe/10507,67,silver-nr,58,43,63,64,66,72
Godfried Roemeratoe,10508,https://www.futwiz.com/en/fifa22/player/godfried-roemeratoe/10508,67,silver-nr,70,44,59,64,66,73
Charles Abi,10509,https://www.futwiz.com/en/fifa22/player/charles-abi/10509,67,silver-nr,77,64,59,67,28,63
Fatih Aksoy,10510,https://www.futwiz.com/en/fifa22/player/fatih-aksoy/10510,67,silver-nr,34,42,54,60,70,70
Yuta Nakayama,10511,https://www.futwiz.com/en/fifa22/player/yuta-nakayama/10511,67,silver-nr,76,45,59,64,65,72
Che Nunnely,10512,https://www.futwiz.com/en/fifa22/player/che-nunnely/10512,67,silver,91,57,56,71,25,59
Yaw Ackah,10513,https://www.futwiz.com/en/fifa22/player/yaw-ackah/10513,67,silver-nr,70,45,55,68,66,62
Yannick Thoelen,10514,https://www.futwiz.com/en/fifa22/player/yannick-thoelen/10514,67,silver-nr,65,69,64,66,38,69
Iebe Swers,10515,https://www.futwiz.com/en/fifa22/player/iebe-swers/10515,67,silver,87,52,62,68,57,65
Koki Machida,10516,https://www.futwiz.com/en/fifa22/player/koki-machida/10516,67,silver,82,28,49,47,66,77
Nils Roseler,10517,https://www.futwiz.com/en/fifa22/player/nils-roseler/10517,67,silver-nr,63,35,53,56,67,71
Sidy Sarr,10518,https://www.futwiz.com/en/fifa22/player/sidy-sarr/10518,67,silver,58,61,61,61,64,84
Ernesto,10519,https://www.futwiz.com/en/fifa22/player/ernesto/10519,67,silver-nr,77,64,62,67,29,56
Callum Camps,10520,https://www.futwiz.com/en/fifa22/player/callum-camps/10520,67,silver-nr,72,66,65,67,59,69
Kelvin Yeboah,10521,https://www.futwiz.com/en/fifa22/player/kelvin-yeboah/10521,67,silver,91,65,56,68,23,63
Bilal Hussein,10522,https://www.futwiz.com/en/fifa22/player/bilal-hussein/10522,67,silver-nr,67,56,67,69,56,63
Fernando Guerrero,10523,https://www.futwiz.com/en/fifa22/player/fernando-guerrero/10523,67,libertadores,84,58,59,68,51,54
Stefano Beltrame,10524,https://www.futwiz.com/en/fifa22/player/stefano-beltrame/10524,67,silver-nr,79,63,66,73,26,60
Aimen Moueffek,10525,https://www.futwiz.com/en/fifa22/player/aimen-moueffek/10525,67,silver-nr,67,55,64,70,66,61
Jeremy Le Douaron,10526,https://www.futwiz.com/en/fifa22/player/jeremy-le-douaron/10526,67,silver,73,56,60,62,49,74
Bram van Polen,10527,https://www.futwiz.com/en/fifa22/player/bram-van-polen/10527,67,silver,60,50,61,66,66,68
Jamie Lindsay,10528,https://www.futwiz.com/en/fifa22/player/jamie-lindsay/10528,67,silver-nr,61,60,64,68,64,68
Vujadin Savic,10529,https://www.futwiz.com/en/fifa22/player/vujadin-savic/10529,67,silver-nr,49,30,47,52,67,72
Steve Seddon,10530,https://www.futwiz.com/en/fifa22/player/steve-seddon/10530,67,silver-nr,77,50,65,66,59,62
Blas Riveros,10531,https://www.futwiz.com/en/fifa22/player/blas-riveros/10531,67,silver-nr,79,36,56,70,58,65
Andrew Considine,10532,https://www.futwiz.com/en/fifa22/player/andrew-considine/10532,67,silver-nr,37,22,55,60,67,78
Happy Jele,10533,https://www.futwiz.com/en/fifa22/player/happy-jele/10533,67,silver,66,55,64,68,71,61
Anton Saletros,10534,https://www.futwiz.com/en/fifa22/player/anton-saletros/10534,67,silver-nr,65,57,67,64,61,68
Kunimitsu Sekiguchi,10535,https://www.futwiz.com/en/fifa22/player/kunimitsu-sekiguchi/10535,67,silver-nr,75,59,66,69,61,63
Sebastian Eriksson,10536,https://www.futwiz.com/en/fifa22/player/sebastian-eriksson/10536,67,silver-nr,56,51,65,63,62,71
Ben Halloran,10537,https://www.futwiz.com/en/fifa22/player/ben-halloran/10537,67,silver-nr,85,61,60,66,38,66
Bobby Wood,10538,https://www.futwiz.com/en/fifa22/player/bobby-wood/10538,67,silver-nr,75,68,57,67,27,67
Jonathan Scherzer,10539,https://www.futwiz.com/en/fifa22/player/jonathan-scherzer/10539,67,silver-nr,68,42,58,65,65,72
Derrick Jones,10540,https://www.futwiz.com/en/fifa22/player/derrick-jones/10540,67,silver,70,51,59,61,62,81
Marc Lorenz,10541,https://www.futwiz.com/en/fifa22/player/marc-lorenz/10541,67,silver-nr,77,56,71,66,50,68
Franz Brorsson,10542,https://www.futwiz.com/en/fifa22/player/franz-brorsson/10542,67,silver-nr,67,30,48,53,64,78
Jano,10543,https://www.futwiz.com/en/fifa22/player/jano/10543,67,silver-nr,46,50,63,58,68,68
Jeff Attinella,10544,https://www.futwiz.com/en/fifa22/player/jeff-attinella/10544,67,silver-nr,69,61,66,69,43,65
Mikkel Kallesoe,10545,https://www.futwiz.com/en/fifa22/player/mikkel-kallesoe/10545,67,silver,81,55,59,65,59,70
Brandon Barker,10546,https://www.futwiz.com/en/fifa22/player/brandon-barker/10546,67,silver,91,60,62,67,29,52
Igor Sapala,10547,https://www.futwiz.com/en/fifa22/player/igor-sapala/10547,67,silver-nr,65,58,65,64,64,78
Hwang Seok Ho,10548,https://www.futwiz.com/en/fifa22/player/hwang-seok-ho/10548,67,silver-nr,43,33,55,58,66,78
Washington Corozo,10549,https://www.futwiz.com/en/fifa22/player/washington-corozo/10549,67,silver,86,59,55,70,31,75
Riccardo Bocalon,9505,https://www.futwiz.com/en/fifa22/player/riccardo-bocalon/9505,67,silver-nr,73,65,46,65,37,64
Lucas Schoofs,9506,https://www.futwiz.com/en/fifa22/player/lucas-schoofs/9506,67,silver-nr,44,40,55,62,66,70
Tijjani Reijnders,9507,https://www.futwiz.com/en/fifa22/player/tijjani-reijnders/9507,67,silver-nr,76,61,65,70,58,66
Kai Shibato,9508,https://www.futwiz.com/en/fifa22/player/kai-shibato/9508,67,silver-nr,55,50,61,64,62,68
Tobias Kainz,9509,https://www.futwiz.com/en/fifa22/player/tobias-kainz/9509,67,silver-nr,61,58,66,62,65,68
Lawrence Shankland,9510,https://www.futwiz.com/en/fifa22/player/lawrence-shankland/9510,67,silver-nr,72,68,58,66,27,72
Alfonso Herrero,9511,https://www.futwiz.com/en/fifa22/player/alfonso-herrero/9511,67,silver-nr,66,65,60,73,49,63
Sebastian Mladen,9512,https://www.futwiz.com/en/fifa22/player/sebastian-mladen/9512,67,silver-nr,66,51,55,54,68,70
Mike Wunderlich,9513,https://www.futwiz.com/en/fifa22/player/mike-wunderlich/9513,67,silver,66,68,67,69,35,63
Laurent Henkinet,9514,https://www.futwiz.com/en/fifa22/player/laurent-henkinet/9514,67,silver-nr,68,67,62,66,58,65
Nicola Ravaglia,9515,https://www.futwiz.com/en/fifa22/player/nicola-ravaglia/9515,67,silver-nr,64,65,60,69,30,66
Freek Heerkens,9516,https://www.futwiz.com/en/fifa22/player/freek-heerkens/9516,67,silver-nr,49,36,56,58,68,74
Park Yong Woo,9517,https://www.futwiz.com/en/fifa22/player/park-yong-woo/9517,67,silver,58,58,61,61,63,78
Dickson Abiama,9518,https://www.futwiz.com/en/fifa22/player/dickson-abiama/9518,67,silver,82,66,43,67,22,62
Rens van Eijden,9519,https://www.futwiz.com/en/fifa22/player/rens-van-eijden/9519,67,silver-nr,30,31,47,45,67,77
Kirian,9520,https://www.futwiz.com/en/fifa22/player/kirian/9520,67,silver-nr,64,57,65,69,54,69
Bassem Srarfi,9521,https://www.futwiz.com/en/fifa22/player/bassem-srarfi/9521,67,silver-nr,73,62,65,71,50,61
Federico Alonso,9522,https://www.futwiz.com/en/fifa22/player/federico-alonso/9522,67,libertadores,56,24,36,41,69,70
Max Clark,9523,https://www.futwiz.com/en/fifa22/player/max-clark/9523,67,silver-nr,72,54,63,64,64,69
Mads Albaek,9524,https://www.futwiz.com/en/fifa22/player/mads-albaek/9524,67,silver-nr,47,63,68,66,63,69
Lassi Lappalainen,9525,https://www.futwiz.com/en/fifa22/player/lassi-lappalainen/9525,67,silver,88,63,57,67,43,58
Yasuhiro Hiraoka,9526,https://www.futwiz.com/en/fifa22/player/yasuhiro-hiraoka/9526,67,silver-nr,36,25,45,42,70,69
Joel Pereira,9527,https://www.futwiz.com/en/fifa22/player/joel-pereira/9527,67,silver-nr,70,41,59,65,62,60
Yohandry Orozco,9528,https://www.futwiz.com/en/fifa22/player/yohandry-orozco/9528,67,sudamericana,70,60,63,69,31,38
Michael Rose,9529,https://www.futwiz.com/en/fifa22/player/michael-rose/9529,67,silver-nr,59,39,58,58,67,71
Diogo Viana,9530,https://www.futwiz.com/en/fifa22/player/diogo-viana/9530,67,silver-nr,74,59,68,68,45,58
Ansgar Knauff,9531,https://www.futwiz.com/en/fifa22/player/ansgar-knauff/9531,67,silver-nr,84,55,59,71,35,51
Tim Kister,9532,https://www.futwiz.com/en/fifa22/player/tim-kister/9532,67,silver,43,29,42,40,67,71
Musa Juwara,9533,https://www.futwiz.com/en/fifa22/player/musa-juwara/9533,67,silver,84,65,57,73,30,51
Iker Losada,9534,https://www.futwiz.com/en/fifa22/player/iker-losada/9534,67,silver-nr,69,69,52,69,34,52
Patryk Sokolowski,9535,https://www.futwiz.com/en/fifa22/player/patryk-sokolowski/9535,67,silver-nr,65,49,61,66,63,71
Federico Gino,9536,https://www.futwiz.com/en/fifa22/player/federico-gino/9536,67,silver-nr,57,49,67,66,66,67
Tiago Ilori,9537,https://www.futwiz.com/en/fifa22/player/tiago-ilori/9537,67,silver-nr,72,38,46,54,66,72
